order_item_id,order_id,product_id,quantity,unit_price,subtotal
2726,921,81,2,499.89,999.78
2727,921,34,5,59.14,295.7
2728,922,87,4,476.96,1907.84
2729,923,21,2,488.47,976.94
2730,923,73,4,487.67,1950.68
2731,923,91,2,196.31,392.62
2732,923,89,4,63.06,252.24
2733,924,17,1,480.38,480.38
2734,924,1,3,483.17,1449.51
2735,925,33,2,329.42,658.84
2736,925,43,4,250.15,1000.6
2737,925,80,1,165.82,165.82
2738,926,59,5,330.91,1654.55
2739,927,14,4,472.64,1890.56
2740,927,41,3,314.73,944.19
2741,928,24,4,217.84,871.36
2742,928,8,4,30.66,122.64
2743,928,44,4,71.57,286.28
2744,929,6,4,121.04,484.16
2745,929,65,3,72.5,217.5
2746,929,20,2,181.13,362.26
2747,929,57,1,55.2,55.2
2748,929,40,4,144.16,576.64
2749,930,4,4,117.56,470.24
2750,930,46,3,446.64,1339.92
2751,930,33,1,329.42,329.42
2752,930,28,3,87.71,263.13
2753,930,52,3,403.26,1209.78
2754,931,90,4,157.77,631.08
2755,932,7,5,402.41,2012.05
2756,932,25,5,144.29,721.45
2757,932,12,3,235.36,706.08
2758,932,10,2,402.34,804.68
2759,932,38,5,11.87,59.35
2760,933,91,1,196.31,196.31
2761,933,99,3,107.85,323.55
2762,933,36,4,74.4,297.6
2763,933,40,5,144.16,720.8
2764,934,69,3,414.94,1244.82
2765,934,64,2,325.29,650.58
2766,934,58,2,433.93,867.86
2767,934,67,2,146.48,292.96
2768,934,61,2,135.79,271.58
2769,935,82,5,71.64,358.2
2770,935,2,4,243.6,974.4
2771,935,98,3,140.33,420.99
2772,936,72,3,152.08,456.24
2773,936,37,3,463.79,1391.37
2774,936,51,4,101.56,406.24
2775,936,20,2,181.13,362.26
2776,936,9,5,133.05,665.25
2777,937,10,5,402.34,2011.7
2778,938,36,5,74.4,372
2779,938,23,1,272.6,272.6
2780,939,93,2,266.65,533.3
2781,939,5,3,142.14,426.42
2782,940,76,1,273.1,273.1
2783,940,28,3,87.71,263.13
2784,940,3,4,321.8,1287.2
2785,940,81,5,499.89,2499.45
2786,941,1,3,483.17,1449.51
2787,941,35,4,18.87,75.48
2788,941,66,1,384.26,384.26
2789,941,31,1,214.73,214.73
2790,942,31,5,214.73,1073.65
2791,942,40,1,144.16,144.16
2792,942,73,5,487.67,2438.35
2793,942,45,2,444.26,888.52
2794,943,25,5,144.29,721.45
2795,943,31,2,214.73,429.46
2796,943,72,4,152.08,608.32
2797,944,28,3,87.71,263.13
2798,944,33,4,329.42,1317.68
2799,944,37,2,463.79,927.58
2800,944,18,2,423.15,846.3
2801,945,59,5,330.91,1654.55
2802,945,27,1,345.01,345.01
2803,946,69,4,414.94,1659.76
2804,946,60,1,358.88,358.88
2805,946,41,1,314.73,314.73
2806,946,64,3,325.29,975.87
2807,947,48,4,391.48,1565.92
2808,947,85,1,448.65,448.65
2809,947,29,4,122.88,491.52
2810,947,8,5,30.66,153.3
2811,948,98,1,140.33,140.33
2812,948,70,5,303.87,1519.35
2813,948,76,4,273.1,1092.4
2814,948,85,2,448.65,897.3
2815,948,65,2,72.5,145
2816,949,75,4,33.9,135.6
2817,949,99,5,107.85,539.25
2818,949,47,3,218.62,655.86
2819,949,9,1,133.05,133.05
2820,950,60,5,358.88,1794.4
2821,950,34,5,59.14,295.7
2822,950,13,4,234.45,937.8
2823,950,16,3,465.73,1397.19
2824,950,71,4,77.6,310.4
2825,951,38,1,11.87,11.87
2826,951,18,3,423.15,1269.45
2827,951,91,1,196.31,196.31
2828,951,31,4,214.73,858.92
2829,952,62,1,144.69,144.69
2830,952,8,5,30.66,153.3
2831,952,45,3,444.26,1332.78
2832,952,18,2,423.15,846.3
2833,952,19,5,280.77,1403.85
2834,953,10,5,402.34,2011.7
2835,953,69,4,414.94,1659.76
2836,954,91,2,196.31,392.62
2837,954,35,5,18.87,94.35
2838,954,88,3,275.64,826.92
2839,955,71,2,77.6,155.2
2840,955,27,4,345.01,1380.04
2841,955,100,2,38.05,76.1
2842,956,50,2,360.67,721.34
2843,957,14,1,472.64,472.64
2844,957,42,3,10.28,30.84
2845,957,5,1,142.14,142.14
2846,957,54,2,375.27,750.54
2847,958,78,4,279.16,1116.64
2848,958,71,5,77.6,388
2849,958,59,3,330.91,992.73
2850,958,100,4,38.05,152.2
2851,958,73,3,487.67,1463.01
2852,959,34,5,59.14,295.7
2853,959,9,1,133.05,133.05
2854,960,59,5,330.91,1654.55
2855,960,79,4,34.53,138.12
2856,960,100,3,38.05,114.15
2857,961,75,2,33.9,67.8
2858,962,10,5,402.34,2011.7
2859,962,37,4,463.79,1855.16
2860,962,48,5,391.48,1957.4
2861,962,4,1,117.56,117.56
2862,963,78,3,279.16,837.48
2863,964,6,5,121.04,605.2
2864,965,11,5,147.32,736.6
2865,965,59,5,330.91,1654.55
2866,966,43,5,250.15,1250.75
2867,967,76,1,273.1,273.1
2868,967,36,2,74.4,148.8
2869,967,84,3,397.33,1191.99
2870,967,33,1,329.42,329.42
2871,967,41,1,314.73,314.73
2872,968,69,4,414.94,1659.76
2873,968,27,4,345.01,1380.04
2874,968,7,2,402.41,804.82
2875,968,91,5,196.31,981.55
2876,969,5,3,142.14,426.42
2877,969,53,5,120.42,602.1
2878,970,79,5,34.53,172.65
2879,970,6,4,121.04,484.16
2880,970,79,3,34.53,103.59
2881,971,37,1,463.79,463.79
2882,972,70,4,303.87,1215.48
2883,972,2,2,243.6,487.2
2884,973,61,5,135.79,678.95
2885,973,87,5,476.96,2384.8
2886,973,34,2,59.14,118.28
2887,974,36,3,74.4,223.2
2888,974,62,3,144.69,434.07
2889,974,65,5,72.5,362.5
2890,974,65,1,72.5,72.5
2891,975,58,2,433.93,867.86
2892,975,28,2,87.71,175.42
2893,976,77,2,112.25,224.5
2894,976,54,2,375.27,750.54
2895,976,35,4,18.87,75.48
2896,976,88,1,275.64,275.64
2897,977,44,4,71.57,286.28
2898,977,48,3,391.48,1174.44
2899,977,72,3,152.08,456.24
2900,977,39,1,461.01,461.01
2901,977,25,1,144.29,144.29
2902,978,98,1,140.33,140.33
2903,978,65,4,72.5,290
2904,978,43,5,250.15,1250.75
2905,979,65,2,72.5,145
2906,979,13,2,234.45,468.9
2907,979,52,5,403.26,2016.3
2908,979,87,1,476.96,476.96
2909,980,70,3,303.87,911.61
2910,980,33,4,329.42,1317.68
2911,980,64,4,325.29,1301.16
2912,981,78,4,279.16,1116.64
2913,981,46,5,446.64,2233.2
2914,981,53,5,120.42,602.1
2915,981,21,4,488.47,1953.88
2916,981,30,1,70.69,70.69
2917,982,93,3,266.65,799.95
2918,983,68,5,100.19,500.95
2919,983,94,4,41.72,166.88
2920,984,44,3,71.57,214.71
2921,984,68,4,100.19,400.76
2922,985,42,2,10.28,20.56
2923,985,34,1,59.14,59.14
2924,985,32,5,260.99,1304.95
2925,986,55,2,205.95,411.9
2926,986,29,5,122.88,614.4
2927,986,17,5,480.38,2401.9
2928,986,23,3,272.6,817.8
2929,986,34,4,59.14,236.56
2930,987,16,4,465.73,1862.92
2931,987,88,2,275.64,551.28
2932,988,17,2,480.38,960.76
2933,989,25,2,144.29,288.58
2934,989,7,3,402.41,1207.23
2935,989,3,3,321.8,965.4
2936,989,46,5,446.64,2233.2
2937,989,49,2,388.97,777.94
2938,990,83,5,130.62,653.1
2939,990,45,5,444.26,2221.3
2940,990,62,1,144.69,144.69
2941,991,64,5,325.29,1626.45
2942,992,66,2,384.26,768.52
2943,992,9,1,133.05,133.05
2944,992,66,1,384.26,384.26
2945,992,32,5,260.99,1304.95
2946,993,71,3,77.6,232.8
2947,993,1,5,483.17,2415.85
2948,993,51,4,101.56,406.24
2949,993,32,1,260.99,260.99
2950,993,84,5,397.33,1986.65
2951,994,8,5,30.66,153.3
2952,994,39,1,461.01,461.01
2953,994,54,2,375.27,750.54
2954,995,94,5,41.72,208.6
2955,996,80,4,165.82,663.28
2956,996,52,4,403.26,1613.04
2957,996,51,3,101.56,304.68
2958,997,38,4,11.87,47.48
2959,997,81,2,499.89,999.78
2960,997,39,2,461.01,922.02
2961,997,79,4,34.53,138.12
2962,998,3,1,321.8,321.8
2963,998,96,5,130.71,653.55
2964,998,32,1,260.99,260.99
2965,998,78,4,279.16,1116.64
2966,999,7,3,402.41,1207.23
2967,1000,59,2,330.91,661.82
2968,1000,22,3,202.6,607.8
2969,1000,44,3,71.57,214.71
2970,1001,40,3,144.16,432.48
2971,1002,82,3,71.64,214.92
2972,1002,28,5,87.71,438.55
2973,1002,46,1,446.64,446.64
2974,1003,92,4,34.18,136.72
2975,1003,26,1,313.45,313.45
2976,1003,84,5,397.33,1986.65
2977,1003,79,2,34.53,69.06
2978,1004,48,2,391.48,782.96
2979,1004,70,5,303.87,1519.35
2980,1005,9,4,133.05,532.2
2981,1005,73,3,487.67,1463.01
2982,1005,3,1,321.8,321.8
2983,1005,90,3,157.77,473.31
2984,1005,29,4,122.88,491.52
2985,1006,78,1,279.16,279.16
2986,1007,31,1,214.73,214.73
2987,1007,47,4,218.62,874.48
2988,1007,42,4,10.28,41.12
2989,1008,64,3,325.29,975.87
2990,1009,93,3,266.65,799.95
2991,1009,28,3,87.71,263.13
2992,1009,30,1,70.69,70.69
2993,1010,12,2,235.36,470.72
2994,1010,44,2,71.57,143.14
2995,1011,51,4,101.56,406.24
2996,1011,63,1,229.68,229.68
2997,1011,60,5,358.88,1794.4
2998,1012,13,1,234.45,234.45
2999,1012,18,3,423.15,1269.45
3000,1012,60,4,358.88,1435.52
3001,1012,52,1,403.26,403.26
3002,1013,9,3,133.05,399.15
3003,1014,89,5,63.06,315.3
3004,1014,8,1,30.66,30.66
3005,1014,51,2,101.56,203.12
3006,1014,61,1,135.79,135.79
3007,1015,25,1,144.29,144.29
3008,1015,14,1,472.64,472.64
3009,1016,17,3,480.38,1441.14
3010,1016,13,1,234.45,234.45
3011,1017,46,5,446.64,2233.2
3012,1018,96,3,130.71,392.13
3013,1018,15,5,371.75,1858.75
3014,1018,48,2,391.48,782.96
3015,1018,42,2,10.28,20.56
3016,1019,28,2,87.71,175.42
3017,1019,68,1,100.19,100.19
3018,1019,14,5,472.64,2363.2
3019,1019,50,3,360.67,1082.01
3020,1019,31,5,214.73,1073.65
3021,1020,73,4,487.67,1950.68
3022,1021,20,4,181.13,724.52
3023,1022,32,1,260.99,260.99
3024,1023,9,2,133.05,266.1
3025,1023,86,2,450.1,900.2
3026,1023,83,4,130.62,522.48
3027,1023,58,1,433.93,433.93
3028,1023,34,2,59.14,118.28
3029,1024,42,3,10.28,30.84
3030,1024,47,2,218.62,437.24
3031,1024,5,5,142.14,710.7
3032,1024,9,5,133.05,665.25
3033,1024,86,2,450.1,900.2
3034,1025,8,1,30.66,30.66
3035,1025,88,1,275.64,275.64
3036,1025,30,5,70.69,353.45
3037,1025,44,1,71.57,71.57
3038,1026,52,1,403.26,403.26
3039,1026,42,5,10.28,51.4
3040,1026,15,5,371.75,1858.75
3041,1026,21,4,488.47,1953.88
3042,1027,77,5,112.25,561.25
3043,1028,38,2,11.87,23.74
3044,1028,76,1,273.1,273.1
3045,1028,79,4,34.53,138.12
3046,1029,24,4,217.84,871.36
3047,1029,54,3,375.27,1125.81
3048,1029,27,1,345.01,345.01
3049,1030,53,3,120.42,361.26
3050,1030,7,4,402.41,1609.64
3051,1031,35,3,18.87,56.61
3052,1032,41,4,314.73,1258.92
3053,1032,86,1,450.1,450.1
3054,1033,8,2,30.66,61.32
3055,1033,98,2,140.33,280.66
3056,1034,85,5,448.65,2243.25
3057,1035,31,3,214.73,644.19
3058,1035,14,1,472.64,472.64
3059,1035,40,4,144.16,576.64
3060,1035,69,1,414.94,414.94
3061,1036,15,2,371.75,743.5
3062,1036,75,1,33.9,33.9
3063,1036,74,3,325.4,976.2
3064,1036,16,1,465.73,465.73
3065,1036,29,1,122.88,122.88
3066,1037,53,1,120.42,120.42
3067,1037,60,3,358.88,1076.64
3068,1038,2,5,243.6,1218
3069,1039,27,4,345.01,1380.04
3070,1039,82,4,71.64,286.56
3071,1039,76,3,273.1,819.3
3072,1039,60,2,358.88,717.76
3073,1039,49,2,388.97,777.94
3074,1040,77,3,112.25,336.75
3075,1040,18,3,423.15,1269.45
3076,1040,12,1,235.36,235.36
3077,1040,100,2,38.05,76.1
3078,1041,79,2,34.53,69.06
3079,1041,46,1,446.64,446.64
3080,1041,56,3,180.06,540.18
3081,1041,8,4,30.66,122.64
3082,1041,26,1,313.45,313.45
3083,1042,94,1,41.72,41.72
3084,1042,62,5,144.69,723.45
3085,1042,48,4,391.48,1565.92
3086,1042,99,1,107.85,107.85
3087,1042,20,1,181.13,181.13
3088,1043,44,1,71.57,71.57
3089,1044,6,3,121.04,363.12
3090,1045,25,5,144.29,721.45
3091,1045,12,4,235.36,941.44
3092,1045,49,2,388.97,777.94
3093,1045,95,4,442.92,1771.68
3094,1046,35,5,18.87,94.35
3095,1047,19,4,280.77,1123.08
3096,1047,28,4,87.71,350.84
3097,1048,24,3,217.84,653.52
3098,1048,16,3,465.73,1397.19
3099,1048,69,4,414.94,1659.76
3100,1049,52,4,403.26,1613.04
3101,1049,45,1,444.26,444.26
3102,1049,23,1,272.6,272.6
3103,1049,34,2,59.14,118.28
3104,1049,87,4,476.96,1907.84
3105,1050,53,4,120.42,481.68
3106,1051,44,2,71.57,143.14
3107,1051,76,5,273.1,1365.5
3108,1052,95,4,442.92,1771.68
3109,1052,57,4,55.2,220.8
3110,1052,45,4,444.26,1777.04
3111,1053,92,2,34.18,68.36
3112,1053,15,4,371.75,1487
3113,1053,66,2,384.26,768.52
3114,1053,21,5,488.47,2442.35
3115,1054,100,5,38.05,190.25
3116,1054,81,4,499.89,1999.56
3117,1054,45,5,444.26,2221.3
3118,1054,4,3,117.56,352.68
3119,1055,1,4,483.17,1932.68
3120,1055,67,5,146.48,732.4
3121,1056,50,3,360.67,1082.01
3122,1057,89,1,63.06,63.06
3123,1057,45,4,444.26,1777.04
3124,1058,53,1,120.42,120.42
3125,1058,30,3,70.69,212.07
3126,1058,6,1,121.04,121.04
3127,1058,84,1,397.33,397.33
3128,1058,35,5,18.87,94.35
3129,1059,48,2,391.48,782.96
3130,1060,76,2,273.1,546.2
3131,1060,100,2,38.05,76.1
3132,1060,76,2,273.1,546.2
3133,1060,9,4,133.05,532.2
3134,1061,70,4,303.87,1215.48
3135,1061,63,5,229.68,1148.4
3136,1061,50,2,360.67,721.34
3137,1062,17,1,480.38,480.38
3138,1062,45,5,444.26,2221.3
3139,1062,93,2,266.65,533.3
3140,1062,53,2,120.42,240.84
3141,1062,47,5,218.62,1093.1
3142,1063,45,1,444.26,444.26
3143,1063,66,3,384.26,1152.78
3144,1063,8,1,30.66,30.66
3145,1064,20,2,181.13,362.26
3146,1064,48,2,391.48,782.96
3147,1064,7,2,402.41,804.82
3148,1064,81,2,499.89,999.78
3149,1064,77,1,112.25,112.25
3150,1065,71,1,77.6,77.6
3151,1065,30,1,70.69,70.69
3152,1066,18,4,423.15,1692.6
3153,1066,24,2,217.84,435.68
3154,1067,74,3,325.4,976.2
3155,1067,17,3,480.38,1441.14
3156,1067,4,4,117.56,470.24
3157,1068,90,4,157.77,631.08
3158,1068,52,2,403.26,806.52
3159,1068,10,1,402.34,402.34
3160,1068,67,1,146.48,146.48
3161,1068,39,3,461.01,1383.03
3162,1069,33,3,329.42,988.26
3163,1069,72,4,152.08,608.32
3164,1069,51,3,101.56,304.68
3165,1070,55,5,205.95,1029.75
3166,1071,74,2,325.4,650.8
3167,1071,69,3,414.94,1244.82
3168,1071,46,3,446.64,1339.92
3169,1071,48,2,391.48,782.96
3170,1072,52,5,403.26,2016.3
3171,1072,93,2,266.65,533.3
3172,1072,16,4,465.73,1862.92
3173,1072,22,3,202.6,607.8
3174,1073,31,5,214.73,1073.65
3175,1073,86,5,450.1,2250.5
3176,1073,16,5,465.73,2328.65
3177,1074,46,5,446.64,2233.2
3178,1074,46,5,446.64,2233.2
3179,1074,67,5,146.48,732.4
3180,1074,77,5,112.25,561.25
3181,1075,5,1,142.14,142.14
3182,1075,82,1,71.64,71.64
3183,1075,20,1,181.13,181.13
3184,1075,47,5,218.62,1093.1
3185,1075,29,5,122.88,614.4
3186,1076,13,2,234.45,468.9
3187,1077,33,2,329.42,658.84
3188,1078,11,4,147.32,589.28
3189,1078,89,3,63.06,189.18
3190,1079,37,1,463.79,463.79
3191,1079,96,2,130.71,261.42
3192,1079,86,2,450.1,900.2
3193,1079,76,4,273.1,1092.4
3194,1080,2,4,243.6,974.4
3195,1080,53,5,120.42,602.1
3196,1080,76,1,273.1,273.1
3197,1080,30,1,70.69,70.69
3198,1081,79,4,34.53,138.12
3199,1081,16,4,465.73,1862.92
3200,1081,1,5,483.17,2415.85
3201,1081,18,1,423.15,423.15
3202,1082,52,3,403.26,1209.78
3203,1082,21,5,488.47,2442.35
3204,1083,21,1,488.47,488.47
3205,1083,21,5,488.47,2442.35
3206,1084,47,1,218.62,218.62
3207,1084,37,4,463.79,1855.16
3208,1084,58,1,433.93,433.93
3209,1084,65,1,72.5,72.5
3210,1085,88,1,275.64,275.64
3211,1085,5,2,142.14,284.28
3212,1085,96,5,130.71,653.55
3213,1086,87,3,476.96,1430.88
3214,1086,6,2,121.04,242.08
3215,1087,70,5,303.87,1519.35
3216,1088,70,5,303.87,1519.35
3217,1088,97,3,425.33,1275.99
3218,1088,6,1,121.04,121.04
3219,1088,13,2,234.45,468.9
3220,1088,32,3,260.99,782.97
3221,1089,43,3,250.15,750.45
3222,1089,11,2,147.32,294.64
3223,1089,23,2,272.6,545.2
3224,1089,75,3,33.9,101.7
3225,1090,23,2,272.6,545.2
3226,1091,86,5,450.1,2250.5
3227,1091,82,3,71.64,214.92
3228,1092,42,1,10.28,10.28
3229,1092,24,1,217.84,217.84
3230,1092,55,3,205.95,617.85
3231,1092,14,1,472.64,472.64
3232,1093,26,3,313.45,940.35
3233,1094,3,4,321.8,1287.2
3234,1094,43,4,250.15,1000.6
3235,1094,42,5,10.28,51.4
3236,1094,31,1,214.73,214.73
3237,1094,58,3,433.93,1301.79
3238,1095,8,4,30.66,122.64
3239,1095,26,2,313.45,626.9
3240,1096,4,3,117.56,352.68
3241,1096,68,2,100.19,200.38
3242,1096,52,4,403.26,1613.04
3243,1096,61,5,135.79,678.95
3244,1096,31,5,214.73,1073.65
3245,1097,40,3,144.16,432.48
3246,1097,68,4,100.19,400.76
3247,1097,96,5,130.71,653.55
3248,1097,97,5,425.33,2126.65
3249,1098,4,2,117.56,235.12
3250,1098,27,4,345.01,1380.04
3251,1098,70,3,303.87,911.61
3252,1098,94,3,41.72,125.16
3253,1098,17,2,480.38,960.76
3254,1099,15,1,371.75,371.75
3255,1099,99,3,107.85,323.55
3256,1099,1,1,483.17,483.17
3257,1100,100,5,38.05,190.25
3258,1100,36,5,74.4,372
3259,1101,17,5,480.38,2401.9
3260,1101,83,5,130.62,653.1
3261,1102,90,4,157.77,631.08
3262,1102,38,1,11.87,11.87
3263,1102,88,4,275.64,1102.56
3264,1103,53,5,120.42,602.1
3265,1104,70,2,303.87,607.74
3266,1104,43,5,250.15,1250.75
3267,1104,17,1,480.38,480.38
3268,1104,65,4,72.5,290
3269,1105,17,2,480.38,960.76
3270,1105,98,3,140.33,420.99
3271,1105,40,2,144.16,288.32
3272,1105,98,4,140.33,561.32
3273,1105,54,2,375.27,750.54
3274,1106,32,1,260.99,260.99
3275,1106,10,2,402.34,804.68
3276,1106,49,2,388.97,777.94
3277,1106,44,1,71.57,71.57
3278,1106,50,5,360.67,1803.35
3279,1107,19,3,280.77,842.31
3280,1108,93,4,266.65,1066.6
3281,1108,3,1,321.8,321.8
3282,1108,44,4,71.57,286.28
3283,1109,82,5,71.64,358.2
3284,1110,78,3,279.16,837.48
3285,1110,29,3,122.88,368.64
3286,1110,91,4,196.31,785.24
3287,1111,61,1,135.79,135.79
3288,1111,57,3,55.2,165.6
3289,1111,5,2,142.14,284.28
3290,1111,62,3,144.69,434.07
3291,1111,80,1,165.82,165.82
3292,1112,69,3,414.94,1244.82
3293,1113,94,4,41.72,166.88
3294,1113,24,4,217.84,871.36
3295,1113,10,2,402.34,804.68
3296,1114,16,2,465.73,931.46
3297,1114,40,5,144.16,720.8
3298,1114,96,1,130.71,130.71
3299,1114,39,2,461.01,922.02
3300,1114,87,5,476.96,2384.8
3301,1115,18,3,423.15,1269.45
3302,1115,2,5,243.6,1218
3303,1115,72,3,152.08,456.24
3304,1115,90,5,157.77,788.85
3305,1115,93,3,266.65,799.95
3306,1116,6,5,121.04,605.2
3307,1116,45,1,444.26,444.26
3308,1116,45,1,444.26,444.26
3309,1116,2,1,243.6,243.6
3310,1116,94,3,41.72,125.16
3311,1117,7,1,402.41,402.41
3312,1117,81,3,499.89,1499.67
3313,1117,55,4,205.95,823.8
3314,1117,61,1,135.79,135.79
3315,1117,12,3,235.36,706.08
3316,1118,33,2,329.42,658.84
3317,1119,47,5,218.62,1093.1
3318,1120,4,5,117.56,587.8
3319,1120,52,2,403.26,806.52
3320,1121,41,3,314.73,944.19
3321,1121,27,5,345.01,1725.05
3322,1122,85,3,448.65,1345.95
3323,1123,65,3,72.5,217.5
3324,1123,7,4,402.41,1609.64
3325,1124,19,5,280.77,1403.85
3326,1124,5,1,142.14,142.14
3327,1124,87,3,476.96,1430.88
3328,1124,33,5,329.42,1647.1
3329,1125,17,3,480.38,1441.14
3330,1125,52,4,403.26,1613.04
3331,1126,3,5,321.8,1609
3332,1126,79,3,34.53,103.59
3333,1126,95,4,442.92,1771.68
3334,1126,99,2,107.85,215.7
3335,1127,4,3,117.56,352.68
3336,1127,88,4,275.64,1102.56
3337,1127,44,5,71.57,357.85
3338,1128,86,5,450.1,2250.5
3339,1128,96,4,130.71,522.84
3340,1128,54,4,375.27,1501.08
3341,1128,21,1,488.47,488.47
3342,1128,79,3,34.53,103.59
3343,1129,86,1,450.1,450.1
3344,1130,2,1,243.6,243.6
3345,1130,67,4,146.48,585.92
3346,1130,71,3,77.6,232.8
3347,1130,74,1,325.4,325.4
3348,1130,65,2,72.5,145
3349,1131,93,1,266.65,266.65
3350,1131,4,4,117.56,470.24
3351,1131,98,1,140.33,140.33
3352,1131,24,5,217.84,1089.2
3353,1131,69,5,414.94,2074.7
3354,1132,4,3,117.56,352.68
3355,1132,39,3,461.01,1383.03
3356,1132,17,1,480.38,480.38
3357,1133,90,1,157.77,157.77
3358,1133,5,5,142.14,710.7
3359,1133,8,2,30.66,61.32
3360,1134,77,3,112.25,336.75
3361,1134,44,3,71.57,214.71
3362,1134,67,5,146.48,732.4
3363,1134,10,2,402.34,804.68
3364,1135,29,4,122.88,491.52
3365,1135,62,4,144.69,578.76
3366,1135,63,1,229.68,229.68
3367,1135,40,2,144.16,288.32
3368,1136,67,2,146.48,292.96
3369,1136,66,5,384.26,1921.3
3370,1136,87,1,476.96,476.96
3371,1137,58,3,433.93,1301.79
3372,1138,35,2,18.87,37.74
3373,1138,81,2,499.89,999.78
3374,1138,81,5,499.89,2499.45
3375,1138,67,1,146.48,146.48
3376,1139,67,3,146.48,439.44
3377,1139,82,1,71.64,71.64
3378,1140,67,4,146.48,585.92
3379,1141,79,1,34.53,34.53
3380,1142,11,4,147.32,589.28
3381,1142,68,2,100.19,200.38
3382,1142,69,5,414.94,2074.7
3383,1142,100,1,38.05,38.05
3384,1142,45,1,444.26,444.26
3385,1143,73,3,487.67,1463.01
3386,1144,71,2,77.6,155.2
3387,1144,64,4,325.29,1301.16
3388,1144,77,4,112.25,449
3389,1145,35,4,18.87,75.48
3390,1146,96,2,130.71,261.42
3391,1146,56,5,180.06,900.3
3392,1146,91,5,196.31,981.55
3393,1146,14,2,472.64,945.28
3394,1147,36,1,74.4,74.4
3395,1147,32,4,260.99,1043.96
3396,1147,98,2,140.33,280.66
3397,1148,53,3,120.42,361.26
3398,1148,39,2,461.01,922.02
3399,1148,23,5,272.6,1363
3400,1148,30,3,70.69,212.07
3401,1148,71,5,77.6,388
3402,1149,27,5,345.01,1725.05
3403,1149,89,3,63.06,189.18
3404,1149,42,1,10.28,10.28
3405,1150,14,1,472.64,472.64
3406,1150,19,4,280.77,1123.08
3407,1150,21,4,488.47,1953.88
3408,1151,37,3,463.79,1391.37
3409,1151,13,5,234.45,1172.25
3410,1152,28,3,87.71,263.13
3411,1152,79,4,34.53,138.12
3412,1153,21,5,488.47,2442.35
3413,1153,21,5,488.47,2442.35
3414,1153,10,4,402.34,1609.36
3415,1153,80,2,165.82,331.64
3416,1154,94,5,41.72,208.6
3417,1154,89,1,63.06,63.06
3418,1155,87,1,476.96,476.96
3419,1155,87,5,476.96,2384.8
3420,1155,94,5,41.72,208.6
3421,1156,93,4,266.65,1066.6
3422,1156,9,1,133.05,133.05
3423,1156,44,2,71.57,143.14
3424,1156,77,4,112.25,449
3425,1156,78,1,279.16,279.16
3426,1157,62,4,144.69,578.76
3427,1157,72,5,152.08,760.4
3428,1157,58,5,433.93,2169.65
3429,1158,34,2,59.14,118.28
3430,1158,82,3,71.64,214.92
3431,1159,70,3,303.87,911.61
3432,1160,60,3,358.88,1076.64
3433,1160,55,2,205.95,411.9
3434,1160,3,5,321.8,1609
3435,1160,79,5,34.53,172.65
3436,1161,58,3,433.93,1301.79
3437,1161,30,2,70.69,141.38
3438,1161,29,2,122.88,245.76
3439,1162,72,1,152.08,152.08
3440,1162,22,4,202.6,810.4
3441,1163,66,3,384.26,1152.78
3442,1163,35,4,18.87,75.48
3443,1163,43,4,250.15,1000.6
3444,1164,90,4,157.77,631.08
3445,1164,17,1,480.38,480.38
3446,1164,51,4,101.56,406.24
3447,1165,95,5,442.92,2214.6
3448,1166,15,1,371.75,371.75
3449,1166,4,2,117.56,235.12
3450,1166,90,2,157.77,315.54
3451,1166,65,5,72.5,362.5
3452,1167,23,3,272.6,817.8
3453,1167,69,5,414.94,2074.7
3454,1167,18,2,423.15,846.3
3455,1167,71,3,77.6,232.8
3456,1167,62,3,144.69,434.07
3457,1168,3,1,321.8,321.8
3458,1169,58,3,433.93,1301.79
3459,1169,69,2,414.94,829.88
3460,1169,14,3,472.64,1417.92
3461,1169,70,4,303.87,1215.48
3462,1169,94,4,41.72,166.88
3463,1170,28,1,87.71,87.71
3464,1170,70,3,303.87,911.61
3465,1170,41,4,314.73,1258.92
3466,1170,40,3,144.16,432.48
3467,1171,16,3,465.73,1397.19
3468,1171,48,3,391.48,1174.44
3469,1172,75,2,33.9,67.8
3470,1172,34,2,59.14,118.28
3471,1172,11,1,147.32,147.32
3472,1173,20,4,181.13,724.52
3473,1174,61,5,135.79,678.95
3474,1175,74,5,325.4,1627
3475,1175,27,4,345.01,1380.04
3476,1175,37,5,463.79,2318.95
3477,1176,50,2,360.67,721.34
3478,1176,44,4,71.57,286.28
3479,1177,54,3,375.27,1125.81
3480,1177,7,1,402.41,402.41
3481,1178,90,1,157.77,157.77
3482,1178,98,3,140.33,420.99
3483,1179,6,5,121.04,605.2
3484,1180,31,5,214.73,1073.65
3485,1180,17,1,480.38,480.38
3486,1180,72,2,152.08,304.16
3487,1181,34,1,59.14,59.14
3488,1181,91,2,196.31,392.62
3489,1181,91,5,196.31,981.55
3490,1182,8,2,30.66,61.32
3491,1182,83,5,130.62,653.1
3492,1182,22,2,202.6,405.2
3493,1183,58,3,433.93,1301.79
3494,1184,63,4,229.68,918.72
3495,1184,100,5,38.05,190.25
3496,1184,41,5,314.73,1573.65
3497,1184,28,4,87.71,350.84
3498,1185,7,3,402.41,1207.23
3499,1185,20,4,181.13,724.52
3500,1185,94,4,41.72,166.88
3501,1185,87,5,476.96,2384.8
3502,1186,54,2,375.27,750.54
3503,1186,46,4,446.64,1786.56
3504,1186,14,2,472.64,945.28
